identifier,logFC,AveExpr,t_stat,P.Value,adj.P.Val,B,gene_name,symbol
RPS14~A0A2R8Y811,1.9942357939210558,8.297941270619155,1.8852742692373319,0.06856589825160976,0.18470420343621843,-4.9284894471534,RPS14,RPS14
KPNB1~Q14974,1.7858335763690958,7.823866042717151,1.8820669149591838,0.0690138814757945,0.18531850573771375,-4.933990023468836,KPNB1,KPNB1
PAEP~A6XNE0,1.459916236149228,7.660907372607215,1.8808791263363194,0.06918042237132589,0.18531850573771375,-4.936025176811713,PAEP,PAEP
IGHV3OR16-10~A0A075B7F0,-0.399076248126752,15.028608195215039,-1.8685482350373153,0.07092987007603944,0.1889043307693428,-4.957092395462036,IGHV3OR16-10,IGHV3OR16-10
APOC4-APOC2~K7ER74,-0.33449323945024645,20.63367619506336,-1.8682016744567478,0.07097958261847011,0.1889043307693428,-4.957682894196551,APOC4-APOC2,APOC4-APOC2
OLA1~J3KQ32,1.7603086165862,7.8111035628257035,1.8672936797586868,0.07110997227083707,0.1889043307693428,-4.95922959635301,OLA1,OLA1
RBBP8~F6Q6H0,1.7739609286129632,9.514568921230389,1.8646978513713242,0.07148387300573798,0.18937302268647163,-4.963648086262171,RBBP8,RBBP8
PTPA~A0A804CD06,1.9266326531065063,8.082860707023737,1.8501560795151493,0.0736098045867206,0.19424646594814982,-4.988309405876144,PTPA,PTPA
APOF~Q13790,0.25013478532603983,18.253278553093885,1.8493542628371775,0.07372858561535614,0.19424646594814982,-4.989664702996893,APOF,APOF
HNRNPA1~A0A7I2V2L6,2.093199612227872,8.564260819831526,1.8397825062527178,0.07515926703260653,0.19747325228567034,-5.005807257783492,HNRNPA1,HNRNPA1
TKT~P29401,0.8495792493447851,12.312423583193697,1.832525364711958,0.07625975188477538,0.19956539942819582,-5.018001374398275,TKT,TKT
SRI~C9J0K6,2.0459157189874437,8.875329656544011,1.8304311371703037,0.07657987262241461,0.19956539942819582,-5.021513073891441,SRI,SRI
IGKV2D-30~A0A075B6S6,-0.33985851417155644,21.545247337813446,-1.829304217354774,0.07675260653269703,0.19956539942819582,-5.023401407370675,IGKV2D-30,IGKV2D-30
CCT6A~P40227,1.4552555608846998,8.746978070494242,1.8287685335174295,0.076834832585713,0.19956539942819582,-5.0242987022604355,CCT6A,CCT6A
PCNA~P12004,1.8188982825116655,7.840398395788435,1.827719754317823,0.07699603523298483,0.19956539942819582,-5.026054841969884,PCNA,PCNA
CORO1A~P31146,1.8461048740753077,8.017644326373139,1.8217678652422131,0.07791634941021038,0.20114938779933503,-5.036005654776421,CORO1A,CORO1A
NCL~A0A7I2V3F3,1.8433050546751142,7.852601781870163,1.8210584562979475,0.0780266655488557,0.20114938779933503,-5.037189950408339,NCL,NCL
LALBA~F8VWU1,1.4169296664482642,7.639414087756734,1.8184923748930493,0.078426815308556,0.20163891657079144,-5.041470685857213,LALBA,LALBA
CD14~P08571,-0.25273825470376465,16.436556429031363,-1.8080190211092682,0.080078199099333,0.20510877272431477,-5.058891701293987,CD14,CD14
PSMA5~P28066,2.065066137996098,9.835692605309642,1.8072277265939203,0.08020416034579567,0.20510877272431477,-5.0602046036772865,PSMA5,PSMA5
CD109~Q6YHK3,-0.3434036461938206,12.597325503714927,-1.799257842459038,0.0814822649848103,0.20782311734157735,-5.073402116887693,CD109,CD109
KRT10~A0A1B0GVI3,1.0170818552072518,13.338071969082602,1.7972924720167671,0.08180009340306248,0.2080803436963844,-5.0766493438711295,KRT10,KRT10
RETN~Q9HD89,1.112710347903981,8.45708281636127,1.7764467498250516,0.08523645364698035,0.21624803980807977,-5.110913315658222,RETN,RETN
IGHV3-72~A0A0B4J1Y9,-0.3480326607311923,17.87738894416189,-1.7750714987452036,0.08546739862852196,0.21626183452441305,-5.113162350500318,IGHV3-72,IGHV3-72
MST1~G3XAK1,1.123211013910776,10.587744721586896,1.7662852207076278,0.08695541122153994,0.21944799831962314,-5.127497519289101,MST1,MST1
hCG_2039566~A0A0U1RR32,2.1936091513858846,8.027753830225544,1.7615742598154533,0.08776222586046066,0.22090282047291804,-5.135159684074866,hCG_2039566,HCG_2039566
IGLL1~P15814,-0.5822197142651913,11.835348649799617,-1.7522225050682154,0.08938258708648841,0.22380653006773468,-5.1503202109173465,IGLL1,IGLL1
APOC1~K7ERI9,0.34987688496115865,20.184876528903825,1.7506560622189644,0.08965645508811697,0.22390765736850046,-5.152853166112634,APOC1,APOC1
RCN1~Q15293,1.735032493486555,7.991517668137633,1.745812779503473,0.09050770807889046,0.22488056908891066,-5.160673039341816,RCN1,RCN1
ANPEP~P15144,-0.2747589454397996,14.338143938914618,-1.7457713709458416,0.09051501529543224,0.22488056908891066,-5.160739820092914,ANPEP,ANPEP
CHIT1~D6REY1,-1.6431320285778277,6.109383240243689,-1.7440894864877914,0.09081223176810786,0.22503599551838616,-5.16345114243401,CHIT1,CHIT1
ATRN~O75882,-0.23924269736770043,18.825127997915498,-1.7393529820489437,0.09165367099858965,0.2265357486795038,-5.171075189866523,ATRN,ATRN
CRTAC1~A0A0C4DFP6,-0.3587362719978664,13.850966256788107,-1.7339923362818306,0.09261389719927308,0.22832063602597144,-5.179683289218266,CRTAC1,CRTAC1
IGLV1-44~P01699,-0.35460731110745236,15.976722025570215,-1.7301743768952507,0.09330293728311682,0.22942953039617703,-5.185800800387267,IGLV1-44,IGLV1-44
FGA~P02671,0.29784845186146924,21.943189549632887,1.7143040130846783,0.09621345867102266,0.23583464250433545,-5.2111105067288435,FGA,FGA
GDI1~P31150,1.5261393018947755,7.6940189054799895,1.7121118407259188,0.09662141074886739,0.23583464250433545,-5.21459137372956,GDI1,GDI1
VNN1~O95497,-0.48069382944462014,14.106540606025625,-1.7119827491932567,0.0966454791493262,0.23583464250433545,-5.214796238295987,VNN1,VNN1
YWHAH~Q04917,1.6633531670368367,9.758872472681078,1.705667344908633,0.0978291002658853,0.23811702323600004,-5.224802975289956,YWHAH,YWHAH
IGLC3~P0DOY3,-0.8200259708210353,12.675911116228926,-1.7042381765072292,0.09809862948615022,0.2381685713347293,-5.227063233982609,IGLC3,IGLC3
HINT1~P49773,-1.5406181565897823,6.16064017623771,-1.6972927311760966,0.09941734487372016,0.24076069124721625,-5.238025206165011,HINT1,HINT1
IGLV9-49~A0A0B4J1Y8,0.9221107899097785,16.35782455896397,1.6916754281311541,0.10049469745151349,0.24252736349102552,-5.246863770957778,IGLV9-49,IGLV9-49
IGKJ1~A0A0A0MT89,-0.3678192327824803,18.101933254813215,-1.6906947169897626,0.10068378585039056,0.24252736349102552,-5.248404376124343,IGKJ1,IGKJ1
APOM~O95445-2,-0.19497906960420153,20.25428943729969,-1.6885945149448003,0.10108971964801418,0.24252736349102552,-5.251701096054007,APOM,APOM
CD9~A0A087WU13,1.8981406850149067,9.371791619319284,1.68823966185743,0.10115844149782087,0.24252736349102552,-5.252257777712542,CD9,CD9
IGKV2-28~A0A075B6P5,-0.2724506151546997,19.809608842587444,-1.6790029134668072,0.10296101407664304,0.24571541732844981,-5.266713789207968,IGKV2-28,IGKV2-28
IGHV3-48~P01763,-1.2422799544580503,7.64853622562107,-1.6776759080589492,0.10322216779157023,0.24571541732844981,-5.268785192573071,IGHV3-48,IGHV3-48
ALB~A0A0C4DGB6,-1.7078013284538205,11.181252680611067,-1.6774999186742294,0.10325684377827453,0.24571541732844981,-5.269059802482913,ALB,ALB
C7~P10643,-0.37962724387305613,17.3029126876766,-1.6737428967858174,0.10399942409268657,0.24635198890878976,-5.274916440148415,C7,C7
HSPA4~P34932,1.4364247127608571,7.705810386274339,1.6716863533061996,0.10440778161895256,0.24635198890878976,-5.278117641589176,HSPA4,HSPA4
ALDOC~P09972,1.6290855741340406,7.745492041599622,1.6711425454900828,0.10451598556313477,0.24635198890878976,-5.27896357950166,ALDOC,ALDOC
AMY1B~P0DTE7,-1.3290110726626452,10.086866584775454,-1.6709622174857957,0.10455188684658752,0.24635198890878976,-5.279244043819876,AMY1B,AMY1B
QARS1~A0A0U1RQX5,1.5997679277467025,7.730833218405951,1.665899884389317,0.10556393423546027,0.24729311048777664,-5.2871071710816135,QARS1,QARS1
IGHV3-30-3~P0DP02,-0.25733062916861726,21.881636371587504,-1.6648203455531758,0.10578080266507232,0.24729311048777664,-5.2887813962528005,IGHV3-30-3,IGHV3-30-3
HP~P00738,-0.30982597187639627,25.120812207137412,-1.6643904889389363,0.10586725950732227,0.24729311048777664,-5.289447795551128,HP,HP
KRT1~P04264,1.4672389888145325,8.52085387431217,1.663816676332419,0.10598276163761855,0.24729311048777664,-5.290337142954492,KRT1,KRT1
TNXB~A0A087X0I0,-0.29907308827855594,12.589370628763978,-1.6610082597997282,0.10654957588062196,0.24761262821382282,-5.294686182119471,TNXB,TNXB
IGHV3-15~A0A0B4J1V0,-0.34778435181694434,17.316196187121236,-1.6593068560398485,0.10689418792227381,0.24761262821382282,-5.297317938408286,IGHV3-15,IGHV3-15
IGHV1-69-2~A0A0G2JMI3,-0.9869600076292837,14.13952385667323,-1.65879658442138,0.10699772143235753,0.24761262821382282,-5.298106793685653,IGHV1-69-2,IGHV1-69-2
STMN1~A2A2D0,1.7990570090098847,8.134464550769902,1.658034546834529,0.10715249291839048,0.24761262821382282,-5.2992844885697075,STMN1,STMN1
HFM1~A2PYH4,-0.8106797288445229,12.092562127828074,-1.6563021025657663,0.10750504753470197,0.2478301456388923,-5.3019602161620405,HFM1,HFM1
OAF~Q86UD1,0.2756095771913021,13.005625807160262,1.6523939793223497,0.10830389057146916,0.24901520122555335,-5.307987626636772,OAF,OAF
SYNCRIP~A0A7I2V346,1.1802253840117682,8.218128930077537,1.651251099658674,0.10853842973126308,0.24901520122555335,-5.309748007282714,SYNCRIP,SYNCRIP
CAPG~P40121,1.7878207245416888,9.310452662276425,1.6365437650715544,0.11159436932823935,0.25541527490639987,-5.332310427711294,CAPG,CAPG
PCMT1~F6S8N6,1.5422536070485986,8.03137198370102,1.6188234595511677,0.11537046370240756,0.2631736829702632,-5.359269123115804,PCMT1,PCMT1
DCD~P81605,1.7046958147046105,9.68873873350063,1.6180716412872922,0.11553297239883298,0.2631736829702632,-5.360407419673698,DCD,DCD
GNB4~A0A6Q8PFE0,1.7900126153265816,8.576345741605191,1.6077424173935013,0.11778482521273523,0.2676674108507419,-5.376001181766704,GNB4,GNB4
CDH13~P55290,-0.2473358470517546,13.682883395362296,-1.6055312903802808,0.11827152786417507,0.2681380501696073,-5.379328278018955,CDH13,CDH13
H1-4~P10412,1.8347155807618964,7.848307044913552,1.5959223738960144,0.12040582375380285,0.27205656556273045,-5.393741776480924,H1-4,H1-4
PGM2~Q96G03,1.8551857104600114,9.345588180408916,1.5952010880647782,0.12056729964980234,0.27205656556273045,-5.394820752309453,PGM2,PGM2
FCGBP~Q9Y6R7,-0.31816707451838866,16.439547121587605,-1.590210500453918,0.12168942422105868,0.2739154393104114,-5.402274852372729,FCGBP,FCGBP
EFEMP1~Q12805,-0.20463797228167735,15.247730016065201,-1.5890023864256506,0.1219623488900372,0.2739154393104114,-5.404076345973698,EFEMP1,EFEMP1
GPLD1~P80108,-0.2223471088971678,18.055671587962927,-1.581745535951892,0.12361230768828282,0.2763268136901241,-5.414872975734321,GPLD1,GPLD1
B2M~P61769,-0.19032154077714303,15.267960060999629,-1.5801052027983007,0.12398778170209292,0.2765215875635049,-5.417307609223053,B2M,B2M
PCSK9~A0A669KAY4,1.167339076002822,10.581684766481114,1.5745551301283929,0.1252651183590914,0.2787221543071199,-5.425529238355923,PCSK9,PCSK9
FDPS~P14324,1.6721626143867496,8.24898412043485,1.5686084351217109,0.1266456405294072,0.2811415955270868,-5.434311025911722,FDPS,FDPS
PRTN3~P24158,1.8796074227010848,8.177302459319803,1.5626912689591133,0.12803159873403103,0.28301054733371156,-5.4430210441066045,PRTN3,PRTN3
ESD~P10768,1.6533739852617915,8.483076189316469,1.562495064179287,0.1280777659466432,0.28301054733371156,-5.443309374100606,ESD,ESD
CNDP1~Q96KN2,-0.37939095462465744,17.161413034800535,-1.5523630044331835,0.130480338498406,0.28765665429878473,-5.458156702217091,CNDP1,CNDP1
IGKV4-1~P06312,-0.23770564354649437,22.005931812897874,-1.5484077583386016,0.1314281168988679,0.2890815690504916,-5.4639301980071595,IGKV4-1,IGKV4-1
SERPINA6~P08185,-0.23567755482653396,18.21073467970122,-1.5425094229895373,0.13285188731160782,0.2915445307364574,-5.472516572679722,SERPINA6,SERPINA6
PAFAH1B2~J3KNE3,1.4631191629882894,7.6625088360267455,1.5400082429970274,0.13345940065789008,0.2922090530386223,-5.476149121290909,PAFAH1B2,PAFAH1B2
IGHV3-53~P01767,0.6975711287287858,10.886157140427944,1.5366213737958343,0.13428562714386144,0.29334832899991603,-5.481059917934515,IGHV3-53,IGHV3-53
DPT~Q07507,-1.2741555054165925,12.296602177912735,-1.5257188491650426,0.13697346694258758,0.2982960028397952,-5.496804916936883,DPT,DPT
TTR~A0A087WT59,0.2864745060842431,21.44253366274279,1.5249179650823939,0.13717261444457735,0.2982960028397952,-5.497957718340449,TTR,TTR
CCT2~F5GWF6,1.4844770694059841,7.673187789235597,1.5222096114633707,0.13784780643274858,0.29908607775793183,-5.501852289873271,CCT2,CCT2
PRKAR1A~P10644,1.4573874471962451,7.819261667199771,1.5165414135260997,0.1392695727632423,0.30148875909695116,-5.50998375949565,PRKAR1A,PRKAR1A
IGHA1~P01876,-0.3571847848635272,20.457786595396147,-1.5048456083469144,0.14224063030946002,0.3072269469972346,-5.526679531861509,IGHA1,IGHA1
IGLV8-61~A0A075B6I0,-0.8483521108714065,19.789022512068314,-1.4958108066581821,0.14463233646621387,0.31112974253630205,-5.53952324511775,IGLV8-61,IGLV8-61
GRB2~J3KT38,1.5497198665509453,7.923306898614798,1.4949722876004277,0.14478823100493024,0.31112974253630205,-5.540686689652791,GRB2,GRB2
KNG1~P01042-2,0.38774377122113535,18.566086476691364,1.4934243786385462,0.14519093758000234,0.31112974253630205,-5.542875449314932,KNG1,KNG1
IGHV1-46~P01743,-0.41357401312396647,13.683035995439452,-1.4928320314535641,0.14534528118484183,0.31112974253630205,-5.543712514761168,IGHV1-46,IGHV1-46
SERPINA1~P01009,-0.2752237205143757,24.748365127122963,-1.4895248924791762,0.1462094188028811,0.3122824780221892,-5.548380652792508,SERPINA1,SERPINA1
IGHG2~P01859,-0.23378457152620769,24.212566396721694,-1.4781217577055696,0.1492206167289264,0.31800571431786756,-5.564407658181359,IGHG2,IGHG2
IGHV6-1~A0A0B4J1U7,-0.3393063733113486,16.406496056123967,-1.4681350041988481,0.15189834195316876,0.32276957341523665,-5.578356003167512,IGHV6-1,IGHV6-1
SERPINA4~P29622,0.2895235062008421,13.413047440522792,1.4672808163340467,0.15212914200593008,0.32276957341523665,-5.579545213740252,SERPINA4,SERPINA4
PTBP1~A0A0U1RRM4,1.2540724019053764,7.645303167139275,1.458195539644661,0.15460130942626846,0.3272906307721665,-5.592156519734638,PTBP1,PTBP1
RTN4~Q9NQC3,1.521205029940842,7.691551769503021,1.4554465429179066,0.1553555997809648,0.3281630400659587,-5.595958949794397,RTN4,RTN4
LRP1~Q07954,-0.34728449413303153,11.495863775376568,-1.4526748258964337,0.15611908466679322,0.32881409751241936,-5.599786466049697,LRP1,LRP1
CEACAM1~P13688,0.40276385239046064,11.567493762921464,1.451306966638927,0.1564969666065531,0.32881409751241936,-5.601673020862434,CEACAM1,CEACAM1
FERMT3~A0A8V8TMD7,1.4859757743345954,8.002870673255407,1.4506004484116484,0.15669243228694021,0.32881409751241936,-5.602646844567019,FERMT3,FERMT3
SERPINA11~Q86U17,1.5761508021405994,9.72569178511424,1.4394477460205517,0.15980370343578335,0.33415966705844785,-5.617964150784766,SERPINA11,SERPINA11
HYDIN~Q4G0P3,-0.5535623977950479,13.257060184762313,-1.4389748855003859,0.1599366915326669,0.33415966705844785,-5.618611299559864,HYDIN,HYDIN
HNRNPK~A0A994J4E9,1.3492020323136007,7.605550270689404,1.4370369922316653,0.16048262401275223,0.3345713835396291,-5.621261522089858,HNRNPK,HNRNPK
CD5L~O43866,-0.2898971253843783,20.1343157026696,-1.4265693203678484,0.16345706694738335,0.3399961772575432,-5.635522769558913,CD5L,CD5L
GSTP1~P09211,1.4264428207238842,8.040368356748234,1.4253938717164862,0.16379377882480184,0.3399961772575432,-5.637118499949912,GSTP1,GSTP1
PSMA3~P25788,1.1659713103222344,8.903936713940853,1.4214259753055993,0.16493444375791635,0.3409955573125799,-5.642496589643016,PSMA3,PSMA3
GP5~P40197,0.7246193038990789,12.089094452119419,1.421245826176122,0.1649863801804349,0.3409955573125799,-5.642740451482768,GP5,GP5
IDH1~O75874,1.3521408055260098,7.607019657295609,1.415180191958123,0.16674262259269204,0.3433966816327314,-5.650935443704142,IDH1,IDH1
CTSZ~A0A7P0T8I6,-0.2793849577419998,12.208681931911961,-1.4147618515037448,0.16686428951079543,0.3433966816327314,-5.65149950797593,CTSZ,CTSZ
PTGDS~H0Y5A1,-0.8306169380791797,11.412309232836916,-1.409053730496996,0.16853138784507066,0.346084798594053,-5.6591813248146625,PTGDS,PTGDS
CYCS~C9JFR7,1.2623661042003231,9.964602037167728,1.4040140503281473,0.1700141235697938,0.34818089664179874,-5.6659408467339665,CYCS,CYCS
HBE1~P02100,1.2951997917941958,7.678446431712408,1.4026262181337286,0.17042423474292379,0.34818089664179874,-5.667798543746414,HBE1,HBE1
CAMP~J3KNB4,0.6828476161867965,10.57062921612032,1.4018926697772058,0.170641315351038,0.34818089664179874,-5.668779788357311,CAMP,CAMP
F7~F5H8B0,0.28405497271173274,13.328828317760232,1.3871434050420268,0.17505229197577082,0.35642281954302385,-5.688413291134925,F7,F7
AZGP1~P25311,-0.21041609077863654,21.280828027435398,-1.3849573788644858,0.1757135746985146,0.3570112672370243,-5.691307614860198,AZGP1,AZGP1
ALAD~P13716,1.3570111104087346,11.047222369870427,1.3810946515754925,0.17688683693789878,0.3586352571320189,-5.696412041683021,ALAD,ALAD
PDGFRB~P09619,1.002142683028934,10.545333349818781,1.3776685180574106,0.1779325979940468,0.35931688456195066,-5.70092897248491,PDGFRB,PDGFRB
ANXA11~P50995,1.3312622909198337,7.596580399992517,1.3775384679126599,0.1779723880781299,0.35931688456195066,-5.701100231797389,ANXA11,ANXA11
FETUB~Q9UGM5,0.3074141019188872,16.451675486727556,1.3670444391406802,0.18120606171325987,0.3643591355945564,-5.714872301666598,FETUB,FETUB
LOC400499~A0A8Q3SIG1,-1.2796234710126404,7.224878933070475,-1.3669681807042156,0.18122972646361146,0.3643591355945564,-5.7149720394137535,LOC400499,LOC400499
IGLV3-9~A0A075B6K5,-0.29354617873751465,18.57369608966241,-1.3626863314737279,0.1825623426097665,0.36525286251166766,-5.720564312457102,IGLV3-9,IGLV3-9
C3~A0A8Q3SI22,-0.25778622476283886,16.19785840042812,-1.3620148794689177,0.18277200357330936,0.36525286251166766,-5.721439844416203,C3,C3
IGHV4-34~P06331,-0.2906296671853337,14.012363455841927,-1.3618712841480005,0.18281686549072002,0.36525286251166766,-5.721627034130448,IGHV4-34,IGHV4-34
ITIH4~Q14624-2,-0.16373182606488612,20.824218095312894,-1.360020878667521,0.18339573281530988,0.3656476253012103,-5.724037640153243,ITIH4,ITIH4
FBLN5~G3V4U0,0.3029126550998882,11.300182302493551,1.3553934988230876,0.18484955545614,0.3677815844033989,-5.730053190964275,FBLN5,FBLN5
F13B~P05160,-0.16808102220474197,17.06735915222774,-1.342108369704965,0.1890731075607182,0.37540602515678834,-5.747222390817095,F13B,F13B
PRDX2~P32119,0.5791151681464992,15.083213539257038,1.3371552946465817,0.1906667107743857,0.3773565214620079,-5.753585012023842,PRDX2,PRDX2
ASS1~P00966,1.3956310405218622,7.628764774793534,1.3366110269389644,0.19084245350268386,0.3773565214620079,-5.754282888701641,ASS1,ASS1
IGHV1-24~A0A0C4DH33,-0.4384644677632057,14.451638251480432,-1.3326480939675942,0.19212584317776427,0.3791125177108558,-5.759356642497696,IGHV1-24,IGHV1-24
HGFAC~D6RAR4,-1.2438538557311656,11.217677642926608,-1.3272610625002557,0.1938810730833567,0.3817904498705114,-5.766232111624811,HGFAC,HGFAC
PSME2~A0A087X1Z3,1.1954753299884242,7.528686919526814,1.3228961754602722,0.19531228718607715,0.38322955710621925,-5.771784774929115,PSME2,PSME2
ACTN1~A0A804HIN7,-1.1269697001425358,6.367464404461335,-1.322595699377182,0.1954111088894069,0.38322955710621925,-5.772166415488872,ACTN1,ACTN1
PEBP1~P30086,1.1541034434843285,7.508000976274763,1.3197626940579839,0.19634472721582483,0.3842746804081143,-5.7757608609187665,PEBP1,PEBP1
PIP~P12273,1.351576248162611,6.079047478383575,1.3172487288499373,0.1971760692359443,0.385115784923158,-5.778944744193006,PIP,PIP
FAP~B4DLR2,-1.1021027792984466,10.576054283262659,-1.303793886111078,0.20167138967749165,0.39309524939169616,-5.795892609298569,FAP,FAP
CYRIB~A0A8V8TMP7,1.2386924188313158,7.830862596443882,1.2779430176609428,0.21052734488553476,0.4095247946150666,-5.828016132748754,CYRIB,CYRIB
SPTB~P11277,0.48224074793166594,12.897377062970374,1.2628266623482014,0.2158407821125611,0.41901074908086255,-5.846531989328677,SPTB,SPTB
ZYX~H0Y2Y8,1.1489811414878828,7.505439825276541,1.2606030157264998,0.2166308647483277,0.4196949480679723,-5.849238936704903,ZYX,ZYX
IGHV1-18~A0A0C4DH31,-0.3310558219519759,14.209102254687114,-1.2591458539555709,0.21714978951364058,0.41985211319270427,-5.8510104701386005,IGHV1-18,IGHV1-18
CCT7~Q99832,1.2975829564924792,7.579740732778841,1.2534373051355903,0.2191917441573611,0.4226575176399243,-5.857932761114223,CCT7,CCT7
ARHGAP1~H0YE29,1.0398856845030346,7.730449061545247,1.2523348740984523,0.2195877440093006,0.4226575176399243,-5.8592663134217835,ARHGAP1,ARHGAP1
UBE2L3~P68036,1.1527537096225915,7.63108203345653,1.2514028784469793,0.2199229419210868,0.4226575176399243,-5.860392871382738,UBE2L3,UBE2L3
CCND2~A0A6Q8PGZ3,-1.385952262960659,10.703127811121153,-1.2489968609324058,0.2207900588956199,0.42347533296179896,-5.863297659067305,CCND2,CCND2
SAA2~P0DJI9,-1.3602422989553995,8.502743250854307,-1.2445801398187073,0.2223885039735604,0.42568977107913053,-5.868616804138629,SAA2,SAA2
AHCY~P23526,1.1074725718790521,10.178484623210002,1.241356222959919,0.22356073397142662,0.4270811631047772,-5.872488659294289,AHCY,AHCY
SLC3A2~A0A7P0T8F1,0.23303928774133276,13.012974293527096,1.2375864714582732,0.22493729717285468,0.4288565963991404,-5.877004510549468,SLC3A2,SLC3A2
FCN1~O00602,-0.9999866315871007,10.29476788122432,-1.2350177980622234,0.2258789022601888,0.42979735568952593,-5.880074437685849,FCN1,FCN1
PROCR~Q9UNN8,0.32297694101934127,13.436235160439553,1.231691869865829,0.22710247132632777,0.4298520163909412,-5.884040797150142,PROCR,PROCR
RPL27A~E9PJD9,1.1196741038174833,7.719293948146926,1.2314936660186322,0.22717554417511912,0.4298520163909412,-5.884276860229309,RPL27A,RPL27A
LCAT~P04180,-0.15173399864805504,17.249650070266114,-1.2311329222241636,0.22730858654622077,0.4298520163909412,-5.884706421811628,LCAT,LCAT
FCN3~O75636,-0.16758234048186438,16.386850903949234,-1.2300710397116679,0.22770054674306375,0.4298520163909412,-5.885970212997903,FCN3,FCN3
IGKV2D-24~A0A075B6R9,-0.2481311177878851,19.321449990519262,-1.2265910904864685,0.2289885959017953,0.431434309370966,-5.890104910105464,IGKV2D-24,IGKV2D-24
EIF3L~B0QY89,1.0658703745793776,7.46388444182229,1.2195144024379299,0.23162466782058314,0.43523636126166954,-5.89848024802881,EIF3L,EIF3L
APOA1~P02647,-0.1576970562668052,24.833958925047458,-1.218740622466831,0.2319142654897947,0.43523636126166954,-5.8993933541160635,APOA1,APOA1
A1BG~P04217-2,-0.23527887452068796,21.913454713712724,-1.2148190154884644,0.2333861222689993,0.43714314698431705,-5.904012978240665,A1BG,A1BG
SLC25A4~P12235,1.2196586410721801,7.5407785750686935,1.209683436015986,0.23532408559338353,0.43991383642115944,-5.910042166586814,SLC25A4,SLC25A4
SERPINC1~P01008,-0.13117820621394927,20.77296917184955,-1.2081182039237564,0.23591710841838098,0.44016441045374977,-5.911875131349759,SERPINC1,SERPINC1
PDIA6~Q15084,1.1610403909260922,7.511469449995646,1.2035770156588839,0.23764390530668403,0.4425252527943883,-5.9171808550798515,PDIA6,PDIA6
PDIA3~A0A8I5KNU9,1.2446692859970234,8.895773040391804,1.1992870290317128,0.23928375734946425,0.4447153552289461,-5.922176358435117,PDIA3,PDIA3
CPN1~P15169,-0.1868687863515106,16.277915470765315,-1.1899751254053745,0.2428719845793283,0.4505110893840925,-5.932963665708021,CPN1,CPN1
STOM~P27105,1.6399669844654028,8.847352017302345,1.182847682639004,0.2456451214341653,0.4547754275200087,-5.941168513669921,STOM,STOM
NHERF2~Q15599,-0.25089454197842187,12.2283381451651,-1.174207087648249,0.24903810332498486,0.4599467019380818,-5.95105479927392,NHERF2,NHERF2
SPARC~P09486,0.37862070176685947,13.069685013273665,1.1732966931236524,0.24939758603524767,0.4599467019380818,-5.9520925803057585,SPARC,SPARC
GCLC~A0A0C4DGB2,1.3528270551263892,8.114889152903574,1.1711379129437518,0.2502515306589755,0.46063573493657867,-5.954550480936163,GCLC,GCLC
PRPS1~A0A2R8Y7H4,1.1371403715679564,7.499519440316578,1.1696929255734194,0.2508243156665449,0.4608055914257022,-5.9561933696574165,PRPS1,PRPS1
F9~P00740,-0.2708667751555023,13.363092964291008,-1.1654574345027928,0.2525087632070556,0.4630132006033773,-5.960998234681583,F9,F9
RNPEP~C9JMZ3,1.1050152474636503,7.483456878264426,1.1628298559302324,0.2535578900127892,0.46404964985165054,-5.96397100675616,RNPEP,RNPEP
IGKV5-2~P06315,1.2281016392669422,9.722561046210329,1.1588050631604891,0.25517104949922514,0.4661124504185846,-5.968512617729048,IGKV5-2,IGKV5-2
IL6ST~A0A0A0N0L5,-0.2166415455382058,12.179023197384842,-1.1555296527125378,0.2564893599141298,0.46727589953358695,-5.972197955566651,IL6ST,IL6ST
EFTUD2~K7EJ74,1.0522251600085823,7.457061834536891,1.15417081605147,0.2570377260582574,0.46727589953358695,-5.973724044554896,EFTUD2,EFTUD2
CFHR2~A0A3B3IQ51,0.5856193798982279,15.11829159759235,1.1535965410967464,0.25726973404977466,0.46727589953358695,-5.974368508516514,CFHR2,CFHR2
IGKV3-7~A0A075B6H7,-0.17387600385725932,23.16131401553674,-1.1505211265266404,0.2585147974361732,0.4686496989438377,-5.977814793641876,IGKV3-7,IGKV3-7
ECM1~Q16610,0.2948951393586512,12.670252417552836,1.1422678639765194,0.2618776942586464,0.4738503939510224,-5.987021542652429,ECM1,ECM1
ICAM2~J3QKR4,-0.16493360203417318,13.973743937218382,-1.140438258005878,0.2626274609280803,0.47424673775734144,-5.98905426660934,ICAM2,ICAM2
ANP32B~Q92688,1.2306181041400013,8.132424523545271,1.1393217090644066,0.2630857815296201,0.47424673775734144,-5.990293298909769,ANP32B,ANP32B
PLTP~P55058,0.16603261114797974,15.295421380086092,1.1364503495443041,0.2642670717430072,0.4754485547943274,-5.9934745118903106,PLTP,PLTP
CFH~P08603,0.30583726664237965,13.543626343019344,1.1352936273167682,0.26474403363938565,0.4754485547943274,-5.9947539700965455,CFH,CFH
IGHV3-43~A0A0B4J1X8,-0.3673379435524815,16.26019487684953,-1.1272479198568415,0.26807879609769825,0.4798046688455774,-6.003620173444518,IGHV3-43,IGHV3-43
GYG1~C9JQ42,1.179391975006789,7.714881424699003,1.1270282076001534,0.26817028415143845,0.4798046688455774,-6.003861476762809,GYG1,GYG1
